항목,단위,성별,연령대,백분위,값,근거
신장,cm,여,40~44세,56,161.7,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,40~44세,57,161.9,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,40~44세,58,162,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,40~44세,59,162.1,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,40~44세,60,162.3,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,40~44세,61,162.4,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,40~44세,62,162.5,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,40~44세,63,162.7,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,40~44세,64,162.8,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,40~44세,65,163,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,40~44세,66,163.1,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,40~44세,67,163.3,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,40~44세,68,163.4,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,40~44세,69,163.6,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,40~44세,70,163.7,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,40~44세,71,163.9,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,40~44세,72,164,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,40~44세,73,164.2,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,40~44세,74,164.4,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,40~44세,75,164.5,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,40~44세,76,164.7,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,40~44세,77,164.9,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,40~44세,78,165.1,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,40~44세,79,165.3,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,40~44세,80,165.4,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,40~44세,81,165.6,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,40~44세,82,165.8,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,40~44세,83,166.1,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,40~44세,84,166.3,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,40~44세,85,166.5,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,40~44세,86,166.7,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,40~44세,87,167,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,40~44세,88,167.2,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,40~44세,89,167.5,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,40~44세,90,167.8,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,40~44세,91,168.1,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,40~44세,92,168.5,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,40~44세,93,168.9,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,40~44세,94,169.3,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,40~44세,95,169.8,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,40~44세,96,170.4,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,40~44세,97,171.1,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,40~44세,98,172,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,40~44세,99,173.5,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,40~44세,100,174.8,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,1,148.3,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,2,149.8,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,3,150.7,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,4,151.4,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,5,152,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,6,152.5,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,7,152.9,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,8,153.3,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,9,153.7,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,10,154,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,11,154.3,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,12,154.6,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,13,154.8,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,14,155.1,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,15,155.3,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,16,155.5,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,17,155.7,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,18,156,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,19,156.2,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,20,156.4,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,21,156.5,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,22,156.7,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,23,156.9,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,24,157.1,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,25,157.3,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,26,157.4,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,27,157.6,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,28,157.8,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,29,157.9,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,30,158.1,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,31,158.2,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,32,158.4,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,33,158.5,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,34,158.7,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,35,158.8,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,36,159,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,37,159.1,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,38,159.3,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,39,159.4,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,40,159.5,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,41,159.7,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,42,159.8,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,43,159.9,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,44,160.1,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,45,160.2,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,46,160.4,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,47,160.5,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,48,160.6,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,49,160.8,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,50,160.9,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,51,161,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,52,161.2,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,53,161.3,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,54,161.4,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,55,161.6,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,56,161.7,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,57,161.9,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,58,162,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,59,162.1,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,60,162.3,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,61,162.4,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,62,162.5,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,63,162.7,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,64,162.8,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,65,163,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,66,163.1,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,67,163.3,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,68,163.4,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,69,163.6,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,70,163.7,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,71,163.9,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,72,164,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,73,164.2,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,74,164.4,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,75,164.5,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,76,164.7,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,77,164.9,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,78,165.1,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,79,165.3,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,80,165.4,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,81,165.6,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,82,165.8,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,83,166.1,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,84,166.3,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,85,166.5,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,86,166.7,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,87,167,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,88,167.2,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,89,167.5,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,90,167.8,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,91,168.1,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,92,168.5,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,93,168.9,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,94,169.3,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,95,169.8,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,96,170.4,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,97,171.1,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,98,172,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,99,173.5,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,45~49세,100,174.8,통계연보 평균(40대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,1,145.7,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,2,147.2,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,3,148.1,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,4,148.8,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,5,149.4,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,6,149.9,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,7,150.3,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,8,150.7,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,9,151.1,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,10,151.4,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,11,151.7,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,12,152,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,13,152.2,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,14,152.5,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,15,152.7,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,16,152.9,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,17,153.1,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,18,153.4,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,19,153.6,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,20,153.8,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,21,153.9,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,22,154.1,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,23,154.3,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,24,154.5,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,25,154.7,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,26,154.8,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,27,155,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,28,155.2,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,29,155.3,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,30,155.5,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,31,155.6,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,32,155.8,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,33,155.9,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,34,156.1,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,35,156.2,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,36,156.4,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,37,156.5,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,38,156.7,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,39,156.8,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,40,156.9,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,41,157.1,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,42,157.2,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,43,157.3,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,44,157.5,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,45,157.6,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,46,157.8,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,47,157.9,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,48,158,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,49,158.2,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,50,158.3,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,51,158.4,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,52,158.6,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,53,158.7,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,54,158.8,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,55,159,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,56,159.1,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,57,159.3,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,58,159.4,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,59,159.5,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,60,159.7,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,61,159.8,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,62,159.9,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,63,160.1,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,64,160.2,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,65,160.4,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,66,160.5,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,67,160.7,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,68,160.8,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,69,161,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,70,161.1,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,71,161.3,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,72,161.4,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,73,161.6,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,74,161.8,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,75,161.9,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,76,162.1,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,77,162.3,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,78,162.5,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,79,162.7,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,80,162.8,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,81,163,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,82,163.2,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,83,163.5,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,84,163.7,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,85,163.9,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,86,164.1,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,87,164.4,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,88,164.6,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,89,164.9,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,90,165.2,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,91,165.5,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,92,165.9,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,93,166.3,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,94,166.7,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,95,167.2,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,96,167.8,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,97,168.5,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,98,169.4,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,99,170.9,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,50~54세,100,172.2,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,55~59세,1,145.7,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,55~59세,2,147.2,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,55~59세,3,148.1,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,55~59세,4,148.8,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,55~59세,5,149.4,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,55~59세,6,149.9,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,55~59세,7,150.3,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,55~59세,8,150.7,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,55~59세,9,151.1,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,55~59세,10,151.4,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,55~59세,11,151.7,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,55~59세,12,152,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,55~59세,13,152.2,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,55~59세,14,152.5,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,55~59세,15,152.7,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,55~59세,16,152.9,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,55~59세,17,153.1,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,55~59세,18,153.4,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,55~59세,19,153.6,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,55~59세,20,153.8,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,55~59세,21,153.9,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,55~59세,22,154.1,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,55~59세,23,154.3,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,55~59세,24,154.5,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,55~59세,25,154.7,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,55~59세,26,154.8,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,55~59세,27,155,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,55~59세,28,155.2,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
신장,cm,여,55~59세,29,155.3,통계연보 평균(50대)+표준편차 5.4 가정 정규분포 추정
